REMUNERACAO_APOS_DEDUCOES_OBRIGATORIAS,count
"7063,35",1
"3453,07",1
"6521,13",1
"7003,93",1
"48788,59",1
"10569,01",1
"5312,56",1
"3016,10",1
"6731,91",1
"6592,96",1
"5281,60",1
"5912,99",1
"15704,06",1
"2815,14",1
"18907,56",1
"9418,28",1
"5080,45",1
"6119,39",1
"3125,57",1
"4868,13",1
"4326,22",1
"6386,68",1
"3122,14",1
"5223,62",1
"8148,06",1
"3680,60",1
"5465,59",1
"7704,28",1
"5004,31",1
"6872,63",1
"6463,93",1
"11539,01",1
"5746,37",1
"5667,82",1
"9969,97",1
"8373,52",1
"5253,65",1
"90379,87",1
"15012,50",1
"7768,93",1
"8764,32",1
"11505,11",1
"4012,48",1
"10035,76",1
"7288,47",1
"8729,46",1
"8100,54",1
"17178,71",1
"10987,98",1
"5073,57",1
"10550,03",1
"8620,88",1
"12976,09",1
"6873,27",1
"7417,77",1
"10548,23",1
"3498,56",1
"9140,81",1
"5653,88",1
"7972,74",1
"6116,61",1
"5872,03",1
"8169,14",1
"8228,39",1
"15843,23",1
"5979,34",1
"12961,58",1
"24172,67",1
"5355,48",1
"18518,33",1
"3404,53",1
"16264,98",1
"17702,44",1
"3191,33",1
"12739,96",1
"8289,98",1
"4852,29",1
"15665,58",1
"4470,41",1
"7310,36",1
"4505,51",1
"15399,46",1
"12850,83",1
"3592,19",1
"3538,45",1
"21866,84",1
"7297,14",1
"4100,97",1
"5552,96",1
"10947,19",1
"11174,71",1
"10222,22",1
"9775,00",1
"10217,53",1
"14620,69",1
"7363,95",1
"4947,31",1
"10542,48",1
"3650,42",1
"3862,10",1
"9852,95",1
"5018,12",1
"10505,77",1
"5319,75",1
"9689,33",1
"3226,65",1
"7828,59",1
"10273,58",1
"4625,87",1
"13475,17",1
"3878,77",1
"3742,05",1
"8879,09",1
"7574,18",1
"7510,55",1
"4112,37",1
"3389,59",1
"16155,15",1
"9783,29",1
"9823,49",1
"5060,96",1
"8349,67",1
"12831,54",1
"14133,04",1
"6524,86",1
"9500,39",1
"5952,74",1
"6522,13",1
"5056,08",1
"5768,44",1
"11045,36",1
"6556,07",1
"10659,42",1
"7312,65",1
"3750,92",1
"2692,43",1
"3840,70",1
"5749,41",1
"9774,43",1
"4580,40",1
"4713,72",1
"3249,15",1
"8707,63",1
"15080,31",1
"34793,45",1
"14721,89",1
"15757,78",1
"3887,45",1
"13418,72",1
"6437,31",1
"132708,54",1
"15588,97",1
"8371,13",1
"13162,10",1
"13208,51",1
"6361,76",1
"3611,86",1
"8532,82",1
"4984,87",1
"23959,10",1
"18064,21",1
"5698,31",1
"4338,29",1
"7631,37",1
"11008,46",1
"3807,28",1
"14838,34",1
"3264,29",1
"4188,34",1
"6930,85",1
"4149,71",1
"7975,48",1
"547,96",1
"4090,30",1
"4138,19",1
"3122,75",1
"894,36",1
"4859,84",1
"7886,78",1
"16088,47",1
"5062,34",1
"4593,09",1
"10826,75",1
"7362,35",1
"2945,90",1
"5248,69",1
"15822,17",1
"4797,75",1
"4422,66",1
"18983,01",1
"13845,56",1
"4936,69",1
"8654,67",1
"6428,91",1
"11007,39",1
"15555,66",1
"6971,61",1
"4956,24",1
"9117,76",1
"383,67",1
"5406,69",1
"8395,78",1
"7146,12",1
"7481,86",1
"6331,51",1
"5300,23",1
"9843,08",1
"10600,36",1
"4980,79",1
"4057,25",1
"4710,26",1
"10653,78",1
"3188,33",1
"9771,91",1
"7460,06",1
"5618,57",1
"6687,71",1
"8706,56",1
"8241,95",1
"7879,71",1
"7699,93",1
"3568,13",1
"11805,69",1
"14709,93",1
"12813,52",1
"6114,79",1
"11131,17",1
"9389,59",1
"6879,09",1
"16337,47",1
"3188,29",1
"3866,76",1
"35147,96",1
"9787,98",1
"10083,39",1
"12994,00",1
"12475,19",1
"11616,34",1
"3290,18",1
"3741,06",1
"4182,98",1
"4123,81",1
"16262,34",1
"7039,36",1
"14868,58",1
"9771,35",1
"5957,01",1
"6534,83",1
"15044,34",1
"20264,45",1
"3577,18",1
"4820,53",1
"15874,81",1
"14023,03",1
"3667,79",1
"32705,53",1
"18930,88",1
"4708,18",1
"52627,52",1
"10644,20",1
"5278,42",1
"4633,76",1
"15278,17",1
"6264,14",1
"4351,90",1
"4349,88",1
"6623,85",1
"10981,98",1
"14559,49",1
"5693,13",1
"17549,29",1
"9900,83",1
"4278,66",1
"16850,52",1
"4164,77",1
"5481,11",1
"17706,64",1
"9175,22",1
"7744,91",1
"10397,86",1
"5716,36",1
"12778,87",1
"15345,50",1
"4320,67",1
"12299,09",1
"11481,23",1
"20065,01",1
"3095,68",1
"4792,13",1
"7371,45",1
"5224,27",1
"13347,36",1
"6993,61",1
"4990,35",1
"3187,95",1
"21496,51",1
"9719,90",1
"9607,93",1
"13988,25",1
"3187,97",1
"23974,08",1
"6497,68",1
"8454,53",1
"7855,74",1
"4916,75",1
"10395,68",1
"4412,50",1
"4207,70",1
"3566,75",1
"10162,99",1
"3803,73",1
"17152,53",1
"12768,65",1
"11532,61",1
"11477,29",1
"4754,98",1
"9551,41",1
"11408,07",1
"10169,20",1
"3744,99",1
"3905,35",1
"2771,98",1
"10673,29",1
"9744,42",1
"5925,43",1
"4556,09",1
"13669,64",1
"16967,16",1
"4284,69",1
"6277,89",1
"12266,59",1
"4302,90",1
"11793,36",1
"5514,61",1
"5991,76",1
"3495,38",1
"5166,74",1
"14993,39",1
"9851,28",1
"13210,68",1
"11019,87",1
"10487,92",1
"10854,19",1
"6810,53",1
"9408,54",1
"10020,42",1
"10457,29",1
"3439,43",1
"3230,35",1
"14786,49",1
"4246,50",1
"4426,99",1
"4074,16",1
"18311,20",1
"2910,39",1
"5172,13",1
"8765,46",1
"10532,73",1
"3109,29",1
"4323,36",1
"12102,06",1
"3812,71",1
"10041,18",1
"11508,46",1
"50637,11",1
"6533,72",1
"5783,35",1
"4651,16",1
"6780,02",1
"7694,11",1
"7247,62",1
"7472,04",1
"16455,74",1
"3408,27",1
"79767,74",1
"5538,02",1
"4717,77",1
"6111,32",1
"3228,59",1
"5828,70",1
"3815,19",1
"4972,26",1
"19430,77",1
"4820,76",1
"5034,30",1
"15093,67",1
"10916,12",1
"6860,27",1
"18296,34",1
"4167,08",1
"10617,50",1
"10572,72",1
"15095,47",1
"10697,90",1
"6209,08",1
"2712,51",1
"4921,79",1
"3021,30",1
"9251,01",1
"4442,67",1
"5494,59",1
"54770,32",1
"5244,06",1
"8209,36",1
"11428,68",1
"4702,43",1
"1124,94",1
"3243,95",1
"20880,65",1
"10756,72",1
"19086,96",1
"10577,12",1
"6736,99",1
"14406,71",1
"4230,74",1
"5206,68",1
"10151,06",1
"5470,91",1
"4482,47",1
"6630,22",1
"5133,84",1
"2752,57",1
"7887,13",1
"10602,17",1
"4943,52",1
"5082,88",1
"13976,40",1
"3974,08",1
"16461,45",1
"9091,46",1
"7486,62",1
"10504,75",1
"4809,61",1
"4751,24",1
"4141,66",1
"6879,23",1
"8669,37",1
"2496,01",1
"9549,13",1
"27877,83",1
"3767,41",1
"10113,58",1
"3889,83",1
"10678,03",1
"5990,23",1
"4684,91",1
"3855,33",1
"3743,82",1
"5768,91",1
"5205,17",1
"7509,55",1
"16401,19",1
"9857,25",1
"3176,72",1
"4660,13",1
"4273,48",1
"6201,51",1
"10145,14",1
"6225,58",1
"8802,34",1
"10652,46",1
"19232,72",1
"13689,17",1
"8777,95",1
"3360,94",1
"5728,24",1
"14023,46",1
"5208,28",1
"6579,90",1
"3240,70",1
"3432,26",1
"3625,52",1
"8023,04",1
"4322,26",1
"4762,31",1
"2151,12",1
"14353,81",1
"7999,15",1
"10917,74",1
"6056,81",1
"3006,46",1
"5579,77",1
"6931,77",1
"7533,37",1
"7044,05",1
"5139,84",1
"10550,02",1
"10562,86",1
"8672,54",1
"3038,68",1
"2390,15",1
